YearStart,LocationDesc,Question,Number
2015,Maryland,Stroke,26.4
2012,Kansas,Stroke,24.7
2017,Massachusetts,Stroke,
2016,Rhode Island,Stroke,
2012,New York,Stroke,26.8
2016,Mississippi,Stroke,46.1
2013,Mississippi,Stroke,58.4
2019,Arizona,Stroke,34.2
2015,Texas,Stroke,42.7
2010,Colorado,Stroke,
2019,New Hampshire,Stroke,29.5
2015,Alabama,Stroke,
2010,Rhode Island,Stroke,30.2
2018,South Carolina,Stroke,35.6
2015,Nevada,Stroke,37.0
2012,Indiana,Stroke,40.9
2013,North Dakota,Stroke,32.4
2011,Colorado,Stroke,32.4
2015,Louisiana,Stroke,46.0
2020,Kansas,Stroke,32.2
2015,Ohio,Stroke,30.4
2011,Mississippi,Stroke,48.0
2015,Louisiana,Stroke,38.3
2011,Connecticut,Stroke,29.1
2010,Hawaii,Stroke,32.4
2015,Idaho,Stroke,35.8
2020,Maine,Stroke,
2013,Kentucky,Stroke,41.4
2015,Indiana,Stroke,39.1
2013,Texas,Stroke,39.0
2012,Pennsylvania,Stroke,40.1
2020,Kentucky,Stroke,40.0
2015,United States,Stroke,37.6
2012,Alaska,Stroke,42.9
2018,Indiana,Stroke,39.3
2018,South Dakota,Stroke,
2014,Delaware,Stroke,46.0
2010,Michigan,Stroke,39.7
2020,Louisiana,Stroke,27.1
2017,South Carolina,Stroke,58.8
2019,Texas,Stroke,38.7
2010,Pennsylvania,Stroke,40.3
2013,Arizona,Stroke,30.1
2010,New Jersey,Stroke,49.9
2020,Idaho,Stroke,37.4
2014,Arizona,Stroke,28.1
2013,Alabama,Stroke,48.1
2014,Vermont,Stroke,
2018,Kentucky,Stroke,41.5
2019,Arkansas,Stroke,
2013,Alabama,Stroke,60.3
2018,Delaware,Stroke,46.4
2016,South Carolina,Stroke,47.0
2014,Idaho,Stroke,
2017,South Dakota,Stroke,34.3
2020,Hawaii,Stroke,38.4
2011,New Hampshire,Stroke,30.7
2013,Virginia,Stroke,25.4
2019,California,Stroke,54.5
2019,New Hampshire,Stroke,
2014,California,Stroke,32.8
2015,Montana,Stroke,
2011,New York,Stroke,
2019,Kansas,Stroke,33.7
2020,New Jersey,Stroke,23.2
2013,Nevada,Stroke,48.3
2015,Ohio,Stroke,40.7
2013,New Mexico,Stroke,34.5
2010,District of Columbia,Stroke,16.4
2019,Kansas,Stroke,37.3
2013,Minnesota,Stroke,31.5
2011,California,Stroke,33.5
2014,Texas,Stroke,35.9
2012,Nebraska,Stroke,33.9
2012,South Carolina,Stroke,
2010,Arkansas,Stroke,75.8
2020,North Carolina,Stroke,41.5
2010,Hawaii,Stroke,32.7
2016,Florida,Stroke,35.7
2016,Massachusetts,Stroke,27.7
2019,Colorado,Stroke,49.8
2019,New York,Stroke,23.8
2017,Indiana,Stroke,39.8
2014,South Carolina,Stroke,
2015,Nebraska,Stroke,32.1
2011,Florida,Stroke,26.5
2019,New Jersey,Stroke,28.2
2017,Kentucky,Stroke,
2020,Georgia,Stroke,27.4
2016,Oregon,Stroke,48.7
2015,Hawaii,Stroke,54.3
2010,Vermont,Stroke,
2011,Tennessee,Stroke,
2018,Maryland,Stroke,40.3
2014,New Mexico,Stroke,43.4
2017,Texas,Stroke,40.0
2012,Alaska,Stroke,41.7
2018,District of Columbia,Stroke,35.4
2010,Nevada,Stroke,41.3
2019,South Carolina,Stroke,38.2
2016,Utah,Stroke,32.2
2017,New Mexico,Stroke,
2020,New Hampshire,Stroke,
2011,Virginia,Stroke,40.8
2018,Alabama,Stroke,48.6
2020,Rhode Island,Stroke,
2010,Missouri,Stroke,
2019,Missouri,Stroke,25.7
2019,North Dakota,Stroke,35.2
2017,North Dakota,Stroke,34.3
2010,Idaho,Stroke,42.2
2017,Illinois,Stroke,36.8
2017,New Hampshire,Stroke,
2015,Connecticut,Stroke,26.6
2019,Louisiana,Stroke,45.5
2012,Missouri,Stroke,
2019,Tennessee,Stroke,
2018,Massachusetts,Stroke,23.7
2012,Texas,Stroke,41.8
2013,Indiana,Stroke,41.0
2016,Maine,Stroke,32.9
2019,Alabama,Stroke,
2017,Colorado,Stroke,35.5
2015,North Dakota,Stroke,33.4
2020,North Dakota,Stroke,
2015,New Hampshire,Stroke,
2018,Georgia,Stroke,23.2
2012,Vermont,Stroke,35.8
2014,Tennessee,Stroke,43.6
2015,Rhode Island,Stroke,27.7
2010,Alaska,Stroke,
2015,Ohio,Stroke,39.6
2014,North Dakota,Stroke,36.5
2010,Delaware,Stroke,39.3
2016,Connecticut,Stroke,
2020,South Dakota,Stroke,78.0
2012,Arizona,Stroke,29.7
2012,Alabama,Stroke,49.3
2020,Michigan,Stroke,43.3
2018,Missouri,Stroke,
2011,Louisiana,Stroke,42.6
2013,Virginia,Stroke,38.6
2014,New York,Stroke,21.5
2016,Hawaii,Stroke,34.8
2013,North Carolina,Stroke,42.8
2011,Oregon,Stroke,23.7
2013,Colorado,Stroke,32.0
2015,Missouri,Stroke,
2014,Michigan,Stroke,38.6
2012,Utah,Stroke,37.7
2017,Montana,Stroke,36.3
2013,Pennsylvania,Stroke,38.0
2012,California,Stroke,33.9
2011,North Dakota,Stroke,36.4
2019,Idaho,Stroke,32.1
2012,Montana,Stroke,
2016,Iowa,Stroke,
2018,North Carolina,Stroke,26.5
2014,Minnesota,Stroke,26.3
2014,Idaho,Stroke,37.0
2010,Arizona,Stroke,54.2
2011,Virginia,Stroke,22.0
2016,Idaho,Stroke,
2011,Michigan,Stroke,28.9
2010,Georgia,Stroke,
2013,New York,Stroke,25.6
2020,Alaska,Stroke,
2018,Florida,Stroke,26.0
2018,Virginia,Stroke,38.9
2020,Maryland,Stroke,29.0
2018,New York,Stroke,24.0
2018,Tennessee,Stroke,31.9
2016,Tennessee,Stroke,46.0
2011,New Jersey,Stroke,32.9
2011,Hawaii,Stroke,43.0
2015,Vermont,Stroke,36.0
2018,Montana,Stroke,
2010,Nebraska,Stroke,
2018,Louisiana,Stroke,
2012,Virginia,Stroke,18.3
2010,New York,Stroke,27.2
2017,Utah,Stroke,
2018,Hawaii,Stroke,38.4
2015,Maryland,Stroke,37.8
2019,Oklahoma,Stroke,47.8
2014,Tennessee,Stroke,63.2
2017,Pennsylvania,Stroke,53.5
2018,North Dakota,Stroke,
2013,District of Columbia,Stroke,32.0
2012,Kentucky,Stroke,
2013,Illinois,Stroke,38.0
2018,South Carolina,Stroke,45.5
2013,Arizona,Stroke,28.6
2018,Colorado,Stroke,33.1
2015,Oklahoma,Stroke,42.3
2014,Iowa,Stroke,51.1
2011,Massachusetts,Stroke,30.2
2010,Oklahoma,Stroke,51.2
2014,South Carolina,Stroke,44.2
2020,Texas,Stroke,31.2
2012,North Carolina,Stroke,43.6
2014,Georgia,Stroke,54.7
2010,Connecticut,Stroke,28.2
2019,Illinois,Stroke,26.8
2019,Hawaii,Stroke,39.0
2015,District of Columbia,Stroke,36.5
2015,South Dakota,Stroke,30.9
2017,Minnesota,Stroke,26.0
2016,Hawaii,Stroke,
2012,Vermont,Stroke,
2018,Pennsylvania,Stroke,35.3
2015,California,Stroke,41.8
2012,Pennsylvania,Stroke,37.4
2019,Mississippi,Stroke,
2012,Ohio,Stroke,43.0
2015,Nevada,Stroke,37.1
2016,Massachusetts,Stroke,27.3
2018,New Mexico,Stroke,30.8
2011,Nebraska,Stroke,36.9
2018,Ohio,Stroke,34.6
2010,Alabama,Stroke,67.2
2011,Connecticut,Stroke,27.6
2010,Indiana,Stroke,45.4
2015,Kentucky,Stroke,
2013,Georgia,Stroke,39.8
2011,Florida,Stroke,
2019,South Dakota,Stroke,
2013,Mississippi,Stroke,43.1
2014,South Dakota,Stroke,53.8
2011,Indiana,Stroke,42.6
2016,New York,Stroke,27.0
2011,California,Stroke,33.8
2018,Oklahoma,Stroke,52.5
2018,Kentucky,Stroke,
2011,Nevada,Stroke,30.1
2011,Illinois,Stroke,37.4
2011,Montana,Stroke,37.3
2020,New Mexico,Stroke,34.2
2016,Arizona,Stroke,29.0
2020,Oregon,Stroke,40.2
2013,Georgia,Stroke,52.9
2013,Connecticut,Stroke,
2014,Utah,Stroke,35.1
2018,South Carolina,Stroke,41.1
2014,Maine,Stroke,
2020,Louisiana,Stroke,41.2
2020,Pennsylvania,Stroke,35.2
2017,Oklahoma,Stroke,23.0
2017,New Hampshire,Stroke,
2012,Massachusetts,Stroke,28.3
2019,Montana,Stroke,28.8
2013,Florida,Stroke,
2015,New York,Stroke,27.6
2015,South Dakota,Stroke,
2010,Oregon,Stroke,43.1
2012,Alaska,Stroke,62.2
2018,Delaware,Stroke,45.0
2019,Tennessee,Stroke,41.8
2018,Louisiana,Stroke,61.6
2015,Oklahoma,Stroke,43.0
2012,New Jersey,Stroke,
2012,Maine,Stroke,35.2
2017,California,Stroke,33.1
2011,Illinois,Stroke,24.1
2010,Kentucky,Stroke,
2013,Missouri,Stroke,39.7
2018,Pennsylvania,Stroke,35.3
2020,Colorado,Stroke,35.8
2014,Pennsylvania,Stroke,36.7
2014,Virginia,Stroke,34.8
2017,Oklahoma,Stroke,42.3
2010,Kansas,Stroke,
2011,Arizona,Stroke,54.8
2011,District of Columbia,Stroke,36.4
2012,Nebraska,Stroke,
2018,Michigan,Stroke,39.2
2017,Kentucky,Stroke,41.1
2015,Kansas,Stroke,37.4
2016,Iowa,Stroke,30.4
2013,Nevada,Stroke,33.3
2017,Maine,Stroke,
2013,Kansas,Stroke,37.2
2011,Oregon,Stroke,46.4
2019,Ohio,Stroke,21.3
2018,Connecticut,Stroke,26.5
2012,Texas,Stroke,40.4
2016,Florida,Stroke,37.2
2019,New Mexico,Stroke,35.5
2018,Minnesota,Stroke,31.3
2020,Maryland,Stroke,27.6
2016,Georgia,Stroke,45.3
2014,Rhode Island,Stroke,27.1
2011,South Dakota,Stroke,
2017,South Dakota,Stroke,
2014,North Carolina,Stroke,43.0
2011,Ohio,Stroke,52.4
2015,Michigan,Stroke,37.3
2016,New York,Stroke,
2010,Delaware,Stroke,43.3
2018,Rhode Island,Stroke,30.3
2017,North Dakota,Stroke,
2013,Colorado,Stroke,30.8
2013,Texas,Stroke,35.7
2015,Georgia,Stroke,41.1
2013,Maryland,Stroke,36.6
2010,Louisiana,Stroke,40.4
2018,Colorado,Stroke,52.1
2011,Vermont,Stroke,29.3
2020,New York,Stroke,26.3
2016,Ohio,Stroke,40.6
2010,Arizona,Stroke,27.9
2010,South Dakota,Stroke,39.7
2012,New Hampshire,Stroke,
2014,Mississippi,Stroke,48.8
2014,Oklahoma,Stroke,29.8
2015,Delaware,Stroke,39.4
2016,Oklahoma,Stroke,44.7
2012,Hawaii,Stroke,32.8
2012,Colorado,Stroke,
2015,Alaska,Stroke,37.6
2019,Alabama,Stroke,51.5
2013,Kentucky,Stroke,
2013,Virginia,Stroke,37.1
2010,Ohio,Stroke,46.1
2013,Illinois,Stroke,
2020,Florida,Stroke,42.9
2020,California,Stroke,39.1
2014,Missouri,Stroke,
2011,Indiana,Stroke,
2010,Alabama,Stroke,
2020,Virginia,Stroke,52.4
2017,Pennsylvania,Stroke,34.6
2020,Florida,Stroke,43.3
2015,Tennessee,Stroke,46.0
2012,Oregon,Stroke,
2012,United States,Stroke,36.9
2015,Arkansas,Stroke,43.5
2020,Hawaii,Stroke,32.1
2018,Kansas,Stroke,35.1
2013,Utah,Stroke,38.2
2015,Texas,Stroke,
2015,New Hampshire,Stroke,
2011,Minnesota,Stroke,34.5
2017,District of Columbia,Stroke,46.6
2011,Louisiana,Stroke,
2020,Montana,Stroke,
2013,New Mexico,Stroke,31.3
2017,Vermont,Stroke,
2010,New York,Stroke,20.8
2013,Mississippi,Stroke,47.9
2012,Minnesota,Stroke,
2020,Delaware,Stroke,49.2
2016,California,Stroke,36.8
2011,Rhode Island,Stroke,29.5
2015,Georgia,Stroke,45.3
2020,North Carolina,Stroke,44.4
2018,New Hampshire,Stroke,28.0
2014,North Carolina,Stroke,35.1
2020,Montana,Stroke,
2015,Iowa,Stroke,
2015,District of Columbia,Stroke,38.3
2014,Virginia,Stroke,22.8
2018,Illinois,Stroke,35.4
2016,Tennessee,Stroke,
2017,Indiana,Stroke,31.1
2020,Missouri,Stroke,64.1
2016,Texas,Stroke,41.2
2017,Hawaii,Stroke,37.5
2012,Arizona,Stroke,30.1
2013,Minnesota,Stroke,47.9
2011,Colorado,Stroke,34.5
2010,Arkansas,Stroke,53.8
2012,Iowa,Stroke,33.0
2014,Louisiana,Stroke,62.2
2020,New Jersey,Stroke,52.9
2013,Connecticut,Stroke,27.5
2010,Alabama,Stroke,51.6
2016,New Mexico,Stroke,35.0
2014,Maryland,Stroke,48.4
2018,Indiana,Stroke,50.5
2010,Ohio,Stroke,42.6
2014,Colorado,Stroke,35.5
2020,Texas,Stroke,42.5
2020,Connecticut,Stroke,27.5
2016,New York,Stroke,29.0
2015,Michigan,Stroke,25.6
2016,New Jersey,Stroke,25.8
2018,Oklahoma,Stroke,27.9
2013,South Carolina,Stroke,
2014,Texas,Stroke,40.4
2012,North Dakota,Stroke,
2011,Nevada,Stroke,35.0
2013,Oregon,Stroke,34.6
2010,Nevada,Stroke,33.3
2011,New Mexico,Stroke,25.1
2013,Massachusetts,Stroke,
2011,District of Columbia,Stroke,30.8
2014,Oregon,Stroke,35.2
2017,Delaware,Stroke,66.5
2015,Illinois,Stroke,37.1
2014,Ohio,Stroke,54.2
2013,Iowa,Stroke,
2012,Tennessee,Stroke,43.1
2018,Idaho,Stroke,36.9
2018,Michigan,Stroke,40.2
2014,Michigan,Stroke,
2011,California,Stroke,36.2
2020,Oklahoma,Stroke,50.5
2010,Maine,Stroke,
2017,Arkansas,Stroke,
2010,Colorado,Stroke,32.6
2020,Tennessee,Stroke,41.2
2020,South Carolina,Stroke,39.7
2019,Nevada,Stroke,38.6
2011,South Carolina,Stroke,46.3
2014,New Hampshire,Stroke,30.9
2015,Florida,Stroke,26.3
2019,Colorado,Stroke,33.7
2011,Kansas,Stroke,39.7
2020,Georgia,Stroke,43.0
2014,Utah,Stroke,
2013,Kentucky,Stroke,41.2
2017,Florida,Stroke,60.0
2011,Connecticut,Stroke,31.8
2018,Iowa,Stroke,39.7
2016,Michigan,Stroke,22.2
2015,Indiana,Stroke,38.4
2019,Virginia,Stroke,38.3
2010,Oregon,Stroke,42.2
2010,Texas,Stroke,43.6
2010,Kansas,Stroke,40.1
2018,Tennessee,Stroke,41.8
2019,Arizona,Stroke,30.2
2018,Mississippi,Stroke,46.5
2019,Oregon,Stroke,
2011,Kansas,Stroke,36.4
2012,Louisiana,Stroke,41.4
2011,Rhode Island,Stroke,
2017,Texas,Stroke,36.4
2011,New Mexico,Stroke,33.7
2013,Illinois,Stroke,35.4
2013,Kansas,Stroke,
2010,Michigan,Stroke,
2017,Alabama,Stroke,
2016,New Mexico,Stroke,
2018,Hawaii,Stroke,32.8
2016,Arizona,Stroke,28.8
2011,Arkansas,Stroke,50.1
2019,New York,Stroke,
2018,North Carolina,Stroke,51.8
2013,Montana,Stroke,37.4
2017,Maryland,Stroke,41.7
2016,South Carolina,Stroke,41.5
2014,California,Stroke,32.0
2012,Oklahoma,Stroke,
2016,Alaska,Stroke,
2014,New Mexico,Stroke,35.9
2017,Indiana,Stroke,41.1
2013,Virginia,Stroke,
2012,North Dakota,Stroke,37.3
2018,New York,Stroke,21.1
2014,Tennessee,Stroke,22.0
2020,Kentucky,Stroke,42.4
2012,Arkansas,Stroke,
2016,Minnesota,Stroke,31.5
2012,Virginia,Stroke,39.6
2012,Colorado,Stroke,43.6
2013,Ohio,Stroke,29.3
2014,New Hampshire,Stroke,
2017,Georgia,Stroke,52.5
2014,Illinois,Stroke,24.6
2018,Georgia,Stroke,40.7
2012,Pennsylvania,Stroke,50.5
2016,Illinois,Stroke,
2015,North Dakota,Stroke,
2018,Oregon,Stroke,37.6
2013,South Dakota,Stroke,
2014,Indiana,Stroke,32.4
2014,Nebraska,Stroke,
2015,Oregon,Stroke,52.3
2015,Oklahoma,Stroke,42.4
2019,Maine,Stroke,
2015,Mississippi,Stroke,49.2
2014,Montana,Stroke,
2017,Illinois,Stroke,38.9
2016,Texas,Stroke,36.4
2017,Ohio,Stroke,41.6
2020,Montana,Stroke,31.0
2013,Florida,Stroke,48.5
2011,Alaska,Stroke,40.2
2013,Kansas,Stroke,39.6
2020,Louisiana,Stroke,49.4
2010,Florida,Stroke,32.2
2011,Montana,Stroke,
2017,Michigan,Stroke,40.1
2017,Oregon,Stroke,40.2
2011,Tennessee,Stroke,47.5
2019,North Carolina,Stroke,39.0
2020,Alabama,Stroke,72.2
2014,Ohio,Stroke,38.8
2018,North Carolina,Stroke,39.3
2020,North Dakota,Stroke,31.1
2020,Vermont,Stroke,
2016,New Hampshire,Stroke,28.1
2018,Utah,Stroke,36.2
2020,Nevada,Stroke,58.5
2018,Oregon,Stroke,70.7
2012,Kansas,Stroke,39.2
2010,Utah,Stroke,36.0
2018,Idaho,Stroke,
2012,Michigan,Stroke,20.7
2010,California,Stroke,38.1
2017,New Jersey,Stroke,32.7
2015,Virginia,Stroke,22.6
2014,Louisiana,Stroke,40.6
2013,Missouri,Stroke,33.5
2011,Georgia,Stroke,42.6
2012,Arkansas,Stroke,
2013,Rhode Island,Stroke,27.7
2016,Oregon,Stroke,38.7
2017,Connecticut,Stroke,27.3
2014,Massachusetts,Stroke,21.0
2014,Kansas,Stroke,39.0
2010,Louisiana,Stroke,60.8
2017,North Dakota,Stroke,
2019,Delaware,Stroke,45.1
2014,Alabama,Stroke,48.3
2016,Alabama,Stroke,48.6
2011,California,Stroke,35.7
2016,Arizona,Stroke,46.0
2010,Massachusetts,Stroke,30.7
2019,Missouri,Stroke,37.7
2010,Indiana,Stroke,60.8
2014,Arizona,Stroke,29.2
2014,Minnesota,Stroke,44.5
2020,Ohio,Stroke,
2010,Iowa,Stroke,
2017,Tennessee,Stroke,
2011,Kentucky,Stroke,
2017,Nevada,Stroke,36.0
2010,Maine,Stroke,34.5
2015,Montana,Stroke,33.2
2020,Alaska,Stroke,36.3
2012,Oklahoma,Stroke,45.4
2019,South Carolina,Stroke,42.2
2017,Utah,Stroke,46.0
2019,Florida,Stroke,38.8
2019,Illinois,Stroke,38.8
2019,Minnesota,Stroke,32.2
2017,Montana,Stroke,
2020,Oregon,Stroke,30.7
2017,District of Columbia,Stroke,23.8
2019,Rhode Island,Stroke,
2014,Alaska,Stroke,32.3
2014,Kentucky,Stroke,41.8
2020,Arizona,Stroke,40.9
2020,Rhode Island,Stroke,
2015,Utah,Stroke,38.4
2017,Georgia,Stroke,26.2
2012,New Jersey,Stroke,26.2
2011,Indiana,Stroke,44.2
2013,Kentucky,Stroke,52.9
2017,Minnesota,Stroke,31.7
2012,Montana,Stroke,32.3
2013,District of Columbia,Stroke,16.3
2017,Connecticut,Stroke,27.8
2019,Massachusetts,Stroke,26.4
2015,Virginia,Stroke,37.8
2012,Idaho,Stroke,36.7
2017,Nebraska,Stroke,35.3
2017,Illinois,Stroke,38.7
2016,Utah,Stroke,38.8
2018,New Jersey,Stroke,
2010,Texas,Stroke,60.9
2018,Florida,Stroke,39.5
2016,Connecticut,Stroke,26.0
2010,Maryland,Stroke,47.4
2013,Delaware,Stroke,47.4
2016,Nebraska,Stroke,33.2
2015,Delaware,Stroke,
2015,Massachusetts,Stroke,22.4
2011,North Carolina,Stroke,17.0
2014,North Dakota,Stroke,
2016,South Dakota,Stroke,
2019,Virginia,Stroke,52.9
2020,Nebraska,Stroke,
2011,Maryland,Stroke,37.8
2011,Texas,Stroke,40.6
2010,Nebraska,Stroke,40.1
2018,Nebraska,Stroke,50.7
2012,New Hampshire,Stroke,
2013,District of Columbia,Stroke,38.6
2016,Colorado,Stroke,42.2
2011,Louisiana,Stroke,45.7
2016,Vermont,Stroke,
2017,Rhode Island,Stroke,33.9
2019,Alaska,Stroke,34.9
2015,South Carolina,Stroke,25.6
2015,New Jersey,Stroke,
2020,Mississippi,Stroke,
2016,Montana,Stroke,
2010,Connecticut,Stroke,29.4
2019,Kansas,Stroke,34.8
2010,Hawaii,Stroke,37.5
2018,Ohio,Stroke,41.8
2019,Kentucky,Stroke,
2010,Alaska,Stroke,40.5
2012,Illinois,Stroke,36.9
2012,South Carolina,Stroke,48.4
2017,Pennsylvania,Stroke,
2015,Tennessee,Stroke,19.5
2019,New Mexico,Stroke,33.3
2016,Michigan,Stroke,51.6
2014,New Jersey,Stroke,30.1
2020,Utah,Stroke,34.1
2010,North Carolina,Stroke,26.3
2013,Louisiana,Stroke,61.3
2019,Connecticut,Stroke,26.7
2014,Louisiana,Stroke,45.6
2017,New York,Stroke,17.4
2015,Colorado,Stroke,36.3
2019,Pennsylvania,Stroke,35.5
2010,Texas,Stroke,33.7
2019,Ohio,Stroke,42.9
2018,Nevada,Stroke,
2013,Massachusetts,Stroke,31.8
2017,Connecticut,Stroke,
2013,Vermont,Stroke,33.0
2017,Louisiana,Stroke,34.1
2017,Oklahoma,Stroke,
2019,Michigan,Stroke,38.7
2020,Indiana,Stroke,33.9
2013,Delaware,Stroke,34.5
2012,Tennessee,Stroke,46.5
2014,Nevada,Stroke,33.2
2019,District of Columbia,Stroke,40.1
2017,Colorado,Stroke,33.3
2016,Minnesota,Stroke,
2018,Arizona,Stroke,29.5
2017,Kansas,Stroke,36.4
2010,North Dakota,Stroke,42.3
2010,New Hampshire,Stroke,
2020,New Hampshire,Stroke,28.7
2010,California,Stroke,35.2
2010,Alabama,Stroke,47.9
2010,District of Columbia,Stroke,32.7
2012,Georgia,Stroke,44.2
2017,Maine,Stroke,
2012,Massachusetts,Stroke,27.6
2015,Illinois,Stroke,30.8
2017,Alaska,Stroke,
2013,North Dakota,Stroke,31.6
2011,Idaho,Stroke,38.8
2018,Delaware,Stroke,53.8
2013,New Hampshire,Stroke,28.1
2019,Hawaii,Stroke,37.1
2010,Idaho,Stroke,
2011,Maryland,Stroke,31.2
2018,Utah,Stroke,
2020,Texas,Stroke,
2019,Connecticut,Stroke,21.9
2014,Nevada,Stroke,34.9
2018,Missouri,Stroke,37.8
2020,Nebraska,Stroke,39.0
2010,Minnesota,Stroke,40.9
2015,Missouri,Stroke,40.9
2012,Texas,Stroke,37.0
2010,Delaware,Stroke,
2017,South Carolina,Stroke,44.9
2015,Colorado,Stroke,32.1
2018,Georgia,Stroke,54.2
2019,Nevada,Stroke,38.1
2012,Montana,Stroke,33.1
2020,Illinois,Stroke,42.3
2017,Missouri,Stroke,41.0
2017,Virginia,Stroke,37.5
2013,Pennsylvania,Stroke,49.5
2014,Maryland,Stroke,26.4
2020,South Dakota,Stroke,35.5
2015,Nebraska,Stroke,
2010,Iowa,Stroke,
2014,Arkansas,Stroke,
2012,Maryland,Stroke,37.0
2019,Nebraska,Stroke,31.2
2017,Delaware,Stroke,46.2
2016,Arizona,Stroke,31.7
2014,Kentucky,Stroke,
2018,Mississippi,Stroke,64.4
2016,Vermont,Stroke,29.6
2018,South Carolina,Stroke,43.1
2019,Alaska,Stroke,
2014,Louisiana,Stroke,
2017,New York,Stroke,24.6
2010,Oklahoma,Stroke,29.8
2012,Maine,Stroke,30.8
2014,Connecticut,Stroke,31.6
2014,Alabama,Stroke,
2011,Kentucky,Stroke,
2012,Hawaii,Stroke,38.3
2011,Missouri,Stroke,
2012,Louisiana,Stroke,46.0
2014,Massachusetts,Stroke,28.5
2020,Maine,Stroke,34.0
2020,New Mexico,Stroke,34.6
2019,South Dakota,Stroke,31.3
2012,Nevada,Stroke,24.5
2019,Utah,Stroke,
2017,Delaware,Stroke,
2020,District of Columbia,Stroke,51.9
2011,South Carolina,Stroke,
2020,Michigan,Stroke,43.4
2016,New Jersey,Stroke,21.4
2013,Hawaii,Stroke,
2011,Ohio,Stroke,40.3
2014,Kansas,Stroke,37.5
2017,Idaho,Stroke,
2020,Utah,Stroke,40.1
2011,Maine,Stroke,35.8
2020,New York,Stroke,24.8
2020,Massachusetts,Stroke,25.5
2014,Maine,Stroke,33.1
2012,South Dakota,Stroke,
2017,Arizona,Stroke,23.4
2015,Texas,Stroke,41.6
2015,Florida,Stroke,35.6
2012,Florida,Stroke,29.9
2014,Oregon,Stroke,40.0
2010,Connecticut,Stroke,
2020,Kansas,Stroke,37.6
2011,New Jersey,Stroke,30.7
2019,Idaho,Stroke,34.0
2010,Florida,Stroke,32.8
2011,Iowa,Stroke,
2019,Mississippi,Stroke,46.9
2020,Arkansas,Stroke,
2011,Nebraska,Stroke,
2010,Mississippi,Stroke,51.2
2013,Ohio,Stroke,39.9
2015,North Dakota,Stroke,33.1
2011,Vermont,Stroke,29.8
2016,Maryland,Stroke,
2012,New York,Stroke,26.6
2016,Colorado,Stroke,
2017,New Mexico,Stroke,34.7
2010,South Dakota,Stroke,39.9
2019,Oregon,Stroke,39.3
2016,South Carolina,Stroke,43.7
2016,Missouri,Stroke,26.4
2019,Maryland,Stroke,39.8
2020,Minnesota,Stroke,44.7
2013,New York,Stroke,22.6
2019,Maine,Stroke,31.8
2017,Kansas,Stroke,37.7
2017,Tennessee,Stroke,45.0
2015,Minnesota,Stroke,32.1
2018,Hawaii,Stroke,34.6
2013,Minnesota,Stroke,33.8
2017,Alaska,Stroke,35.1
2018,Colorado,Stroke,33.9
2013,Pennsylvania,Stroke,35.8
2018,Virginia,Stroke,37.1
2017,Montana,Stroke,35.6
2016,California,Stroke,27.0
2016,Delaware,Stroke,40.3
2013,South Carolina,Stroke,63.9
2016,Maine,Stroke,
2011,Massachusetts,Stroke,23.7
2019,Louisiana,Stroke,38.4
2010,Wyoming,Stroke,
2016,Wyoming,Stroke,
2015,Wyoming,Stroke,31.4
2015,West Virginia,Stroke,43.8
2019,Wyoming,Stroke,
2010,West Virginia,Stroke,51.7
2020,Washington,Stroke,43.7
2015,Wisconsin,Stroke,52.1
2020,Wisconsin,Stroke,35.0
2016,Wisconsin,Stroke,32.5
2010,Washington,Stroke,36.3
2014,West Virginia,Stroke,
2015,Washington,Stroke,32.4
2014,Wyoming,Stroke,
2016,Washington,Stroke,35.5
2010,Wisconsin,Stroke,37.9
2020,Wyoming,Stroke,
2011,West Virginia,Stroke,46.0
2016,Wisconsin,Stroke,33.0
2020,West Virginia,Stroke,
2014,Washington,Stroke,29.1
2017,Vermont,Stroke,
2018,Wyoming,Stroke,
2011,Wisconsin,Stroke,41.4
2018,Wisconsin,Stroke,
2012,Washington,Stroke,35.3
2013,West Virginia,Stroke,40.8
2014,Wisconsin,Stroke,34.6
2018,West Virginia,Stroke,
2011,Wyoming,Stroke,
2017,Wyoming,Stroke,30.4
2017,Wisconsin,Stroke,25.7
2012,West Virginia,Stroke,
2018,West Virginia,Stroke,37.9
2010,Wyoming,Stroke,
2013,Wyoming,Stroke,38.5
2013,West Virginia,Stroke,39.0
2019,West Virginia,Stroke,
2020,Wyoming,Stroke,30.2
2018,Washington,Stroke,34.1
2018,Wisconsin,Stroke,32.1
2013,Wisconsin,Stroke,52.5
2018,Vermont,Stroke,31.5
2018,Vermont,Stroke,
2019,Vermont,Stroke,
2014,West Virginia,Stroke,61.4
2013,Washington,Stroke,35.5
2020,Washington,Stroke,33.8
2020,West Virginia,Stroke,
2019,West Virginia,Stroke,38.4
2015,West Virginia,Stroke,42.4
2017,West Virginia,Stroke,
2012,Wyoming,Stroke,
2020,Wisconsin,Stroke,36.5
2014,Washington,Stroke,46.3
2012,Wyoming,Stroke,29.6
2014,Wisconsin,Stroke,53.4
2012,Washington,Stroke,34.5
2018,West Virginia,Stroke,
2018,Wisconsin,Stroke,33.9
2018,Wyoming,Stroke,33.9
2012,Wisconsin,Stroke,36.4
2019,Vermont,Stroke,29.3
2020,Wyoming,Stroke,
2018,Washington,Stroke,29.3
2013,Wisconsin,Stroke,36.0
2019,Washington,Stroke,34.3
2014,Wisconsin,Stroke,33.5
