YearStart,LocationDesc,Question,Rate,LocationID
2014,Wisconsin,End-stage renal disease,98.2,55
2015,Nevada,End-stage renal disease,31.5,32
2020,Wyoming,End-stage renal disease,62.7,56
2016,New York,End-stage renal disease,21.6,36
2010,Montana,End-stage renal disease,,30
2020,Virginia,End-stage renal disease,78.2,51
2018,Nevada,End-stage renal disease,48.4,32
2015,New York,End-stage renal disease,29.8,36
2012,Wisconsin,End-stage renal disease,85.7,55
2016,Oregon,End-stage renal disease,37.1,41
2015,Wyoming,End-stage renal disease,,56
2016,Missouri,End-stage renal disease,45.2,29
2011,New Hampshire,End-stage renal disease,,33
2014,Wyoming,End-stage renal disease,,56
2020,Utah,End-stage renal disease,76.9,49
2010,Oklahoma,End-stage renal disease,,40
2015,Nebraska,End-stage renal disease,81.4,31
2015,Rhode Island,End-stage renal disease,,44
2016,South Carolina,End-stage renal disease,30.4,45
2015,New Mexico,End-stage renal disease,38.5,35
2014,West Virginia,End-stage renal disease,,54
2019,Oklahoma,End-stage renal disease,66.2,40
2015,New York,End-stage renal disease,46.0,36
2015,Wyoming,End-stage renal disease,54.4,56
2016,North Dakota,End-stage renal disease,65.1,38
2017,Mississippi,End-stage renal disease,,28
2012,Rhode Island,End-stage renal disease,,44
2010,Maine,End-stage renal disease,53.7,23
2010,Vermont,End-stage renal disease,76.0,50
2018,Pennsylvania,End-stage renal disease,58.0,42
2019,Ohio,End-stage renal disease,55.4,39
2012,Nevada,End-stage renal disease,52.8,32
2011,North Dakota,End-stage renal disease,,38
2018,Virginia,End-stage renal disease,66.8,51
2015,Ohio,End-stage renal disease,72.5,39
2011,New Jersey,End-stage renal disease,69.6,34
2010,Nebraska,End-stage renal disease,181.1,31
2016,Mississippi,End-stage renal disease,52.1,28
2018,Washington,End-stage renal disease,80.3,53
2013,Missouri,End-stage renal disease,,29
2019,Ohio,End-stage renal disease,58.4,39
2020,Maine,End-stage renal disease,59.1,23
2018,New Mexico,End-stage renal disease,79.9,35
2010,Mississippi,End-stage renal disease,73.4,28
2018,New Jersey,End-stage renal disease,42.1,34
2015,Maryland,End-stage renal disease,44.7,24
2020,Tennessee,End-stage renal disease,74.6,47
2017,Oregon,End-stage renal disease,42.0,41
2016,Montana,End-stage renal disease,,30
2020,South Carolina,End-stage renal disease,80.0,45
2015,Virginia,End-stage renal disease,28.8,51
2011,Washington,End-stage renal disease,168.1,53
2019,Wisconsin,End-stage renal disease,62.9,55
2015,Maine,End-stage renal disease,51.7,23
2010,New York,End-stage renal disease,20.8,36
2018,Oklahoma,End-stage renal disease,60.8,40
2017,New Mexico,End-stage renal disease,61.3,35
2016,Nebraska,End-stage renal disease,55.7,31
2016,Tennessee,End-stage renal disease,24.5,47
2017,Texas,End-stage renal disease,47.1,48
2011,Vermont,End-stage renal disease,,50
2012,Wisconsin,End-stage renal disease,71.8,55
2019,Wyoming,End-stage renal disease,55.6,56
2019,New Hampshire,End-stage renal disease,53.8,33
2014,Nevada,End-stage renal disease,42.3,32
2016,New Mexico,End-stage renal disease,51.6,35
2019,New Jersey,End-stage renal disease,52.1,34
2015,New Jersey,End-stage renal disease,,34
2010,North Dakota,End-stage renal disease,,38
2020,Oklahoma,End-stage renal disease,90.9,40
2012,Wyoming,End-stage renal disease,63.4,56
2015,Oregon,End-stage renal disease,66.2,41
2019,Nevada,End-stage renal disease,45.2,32
2011,Tennessee,End-stage renal disease,,47
2015,Montana,End-stage renal disease,157.0,30
2015,Wisconsin,End-stage renal disease,70.5,55
2020,New Jersey,End-stage renal disease,,34
2017,Maine,End-stage renal disease,60.0,23
2018,Montana,End-stage renal disease,59.3,30
2011,Wisconsin,End-stage renal disease,50.4,55
2014,West Virginia,End-stage renal disease,,54
2015,New Mexico,End-stage renal disease,,35
2011,North Dakota,End-stage renal disease,124.7,38
2012,New Mexico,End-stage renal disease,53.2,35
2017,Maine,End-stage renal disease,,23
2014,Vermont,End-stage renal disease,,50
2018,New Mexico,End-stage renal disease,40.3,35
2020,Pennsylvania,End-stage renal disease,63.5,42
2011,Virginia,End-stage renal disease,28.8,51
2011,Wyoming,End-stage renal disease,85.0,56
2010,Vermont,End-stage renal disease,,50
2020,Michigan,End-stage renal disease,89.5,26
2018,Tennessee,End-stage renal disease,82.0,47
2020,Maine,End-stage renal disease,38.4,23
2015,Oklahoma,End-stage renal disease,34.0,40
2012,Michigan,End-stage renal disease,41.1,26
2010,Nevada,End-stage renal disease,43.1,32
2017,Wisconsin,End-stage renal disease,60.2,55
2015,Pennsylvania,End-stage renal disease,59.2,42
2015,South Dakota,End-stage renal disease,,46
2017,Utah,End-stage renal disease,48.9,49
2015,Michigan,End-stage renal disease,50.9,26
2014,Wisconsin,End-stage renal disease,55.0,55
2010,Rhode Island,End-stage renal disease,50.8,44
2020,Montana,End-stage renal disease,56.1,30
2017,Tennessee,End-stage renal disease,,47
2010,Minnesota,End-stage renal disease,56.4,27
2015,Minnesota,End-stage renal disease,51.3,27
2015,New Mexico,End-stage renal disease,40.9,35
2015,Oregon,End-stage renal disease,40.6,41
2010,Missouri,End-stage renal disease,64.8,29
2015,Mississippi,End-stage renal disease,96.9,28
2017,Oregon,End-stage renal disease,69.4,41
2015,Rhode Island,End-stage renal disease,55.1,44
2011,South Dakota,End-stage renal disease,99.2,46
2018,North Dakota,End-stage renal disease,175.5,38
2018,Texas,End-stage renal disease,90.5,48
2015,Texas,End-stage renal disease,74.1,48
2011,South Carolina,End-stage renal disease,62.2,45
2015,Texas,End-stage renal disease,113.1,48
2011,Texas,End-stage renal disease,105.8,48
2013,Wyoming,End-stage renal disease,,56
2015,South Dakota,End-stage renal disease,55.5,46
2010,Utah,End-stage renal disease,54.9,49
2020,Washington,End-stage renal disease,81.6,53
2020,Michigan,End-stage renal disease,78.0,26
2013,North Dakota,End-stage renal disease,,38
2013,Wisconsin,End-stage renal disease,107.0,55
2016,Utah,End-stage renal disease,69.6,49
2018,North Carolina,End-stage renal disease,78.4,37
2010,North Carolina,End-stage renal disease,135.8,37
2013,Virginia,End-stage renal disease,91.2,51
2013,West Virginia,End-stage renal disease,71.8,54
2014,Vermont,End-stage renal disease,,50
2013,North Carolina,End-stage renal disease,30.5,37
2010,South Dakota,End-stage renal disease,,46
2020,Oklahoma,End-stage renal disease,113.8,40
2014,Maine,End-stage renal disease,,23
2013,Utah,End-stage renal disease,,49
2020,Nebraska,End-stage renal disease,83.2,31
2012,Nebraska,End-stage renal disease,58.7,31
2015,New Hampshire,End-stage renal disease,53.8,33
2012,Washington,End-stage renal disease,66.5,53
2014,North Dakota,End-stage renal disease,79.5,38
2020,New Hampshire,End-stage renal disease,,33
2012,North Carolina,End-stage renal disease,31.1,37
2015,New Jersey,End-stage renal disease,51.6,34
2018,Utah,End-stage renal disease,56.7,49
2020,New York,End-stage renal disease,40.5,36
2010,New Jersey,End-stage renal disease,54.0,34
2017,Wyoming,End-stage renal disease,53.9,56
2015,South Carolina,End-stage renal disease,61.9,45
2015,Rhode Island,End-stage renal disease,,44
2018,Montana,End-stage renal disease,116.9,30
2015,Nevada,End-stage renal disease,62.6,32
2014,Washington,End-stage renal disease,52.8,53
2017,West Virginia,End-stage renal disease,69.7,54
2010,New Mexico,End-stage renal disease,54.8,35
2015,Missouri,End-stage renal disease,61.0,29
2015,New York,End-stage renal disease,16.8,36
2012,South Carolina,End-stage renal disease,89.3,45
2016,Virginia,End-stage renal disease,68.9,51
2018,Maine,End-stage renal disease,52.6,23
2011,Rhode Island,End-stage renal disease,98.2,44
2018,Mississippi,End-stage renal disease,84.3,28
2018,North Carolina,End-stage renal disease,80.6,37
2010,North Carolina,End-stage renal disease,107.0,37
2020,Missouri,End-stage renal disease,61.3,29
2014,Utah,End-stage renal disease,55.9,49
2018,Texas,End-stage renal disease,23.5,48
2018,South Dakota,End-stage renal disease,87.9,46
2012,Tennessee,End-stage renal disease,87.7,47
2012,New Hampshire,End-stage renal disease,,33
2010,Washington,End-stage renal disease,70.5,53
2016,Texas,End-stage renal disease,38.9,48
2018,Nebraska,End-stage renal disease,,31
2012,Wyoming,End-stage renal disease,55.4,56
2014,Utah,End-stage renal disease,74.7,49
2012,Virginia,End-stage renal disease,59.3,51
2012,Vermont,End-stage renal disease,97.1,50
2010,Utah,End-stage renal disease,55.2,49
2014,Missouri,End-stage renal disease,53.3,29
2015,Minnesota,End-stage renal disease,97.3,27
2015,Missouri,End-stage renal disease,98.3,29
2011,Missouri,End-stage renal disease,48.1,29
2013,Montana,End-stage renal disease,,30
2014,New Hampshire,End-stage renal disease,,33
2015,Rhode Island,End-stage renal disease,59.2,44
2013,Mississippi,End-stage renal disease,,28
2011,Oregon,End-stage renal disease,56.0,41
2015,Tennessee,End-stage renal disease,91.3,47
2018,Missouri,End-stage renal disease,76.3,29
2018,Minnesota,End-stage renal disease,59.7,27
2014,South Dakota,End-stage renal disease,,46
2020,Pennsylvania,End-stage renal disease,68.9,42
2015,Montana,End-stage renal disease,,30
2017,Rhode Island,End-stage renal disease,,44
2020,Mississippi,End-stage renal disease,111.9,28
2017,Maryland,End-stage renal disease,,24
2018,Michigan,End-stage renal disease,54.7,26
2011,Maine,End-stage renal disease,,23
2015,South Carolina,End-stage renal disease,110.4,45
2020,New Mexico,End-stage renal disease,68.3,35
2012,South Dakota,End-stage renal disease,,46
2017,Oklahoma,End-stage renal disease,94.7,40
2011,Texas,End-stage renal disease,34.6,48
2017,Minnesota,End-stage renal disease,131.8,27
2016,Tennessee,End-stage renal disease,29.8,47
2019,Montana,End-stage renal disease,,30
2010,Wyoming,End-stage renal disease,56.9,56
2012,Tennessee,End-stage renal disease,53.6,47
2012,New York,End-stage renal disease,79.3,36
2018,Maryland,End-stage renal disease,56.4,24
2017,New York,End-stage renal disease,37.0,36
2013,Virginia,End-stage renal disease,,51
2020,Oregon,End-stage renal disease,85.4,41
2011,Michigan,End-stage renal disease,75.8,26
2012,Washington,End-stage renal disease,106.2,53
2015,Oklahoma,End-stage renal disease,100.3,40
2012,South Dakota,End-stage renal disease,74.4,46
2015,New Mexico,End-stage renal disease,72.4,35
2020,Ohio,End-stage renal disease,117.0,39
2017,Wyoming,End-stage renal disease,,56
2012,North Dakota,End-stage renal disease,,38
2010,Virginia,End-stage renal disease,42.6,51
2020,Ohio,End-stage renal disease,54.6,39
2019,New Jersey,End-stage renal disease,30.2,34
2020,South Dakota,End-stage renal disease,70.2,46
2011,United States,End-stage renal disease,77.1,59
2015,New Jersey,End-stage renal disease,87.7,34
2019,New Mexico,End-stage renal disease,,35
2013,Wyoming,End-stage renal disease,50.5,56
2010,Utah,End-stage renal disease,62.9,49
2014,New York,End-stage renal disease,23.6,36
2019,Washington,End-stage renal disease,82.3,53
2019,Nevada,End-stage renal disease,34.7,32
2015,New York,End-stage renal disease,44.9,36
2018,Ohio,End-stage renal disease,48.3,39
2013,Wisconsin,End-stage renal disease,53.8,55
2019,New York,End-stage renal disease,17.1,36
2012,Ohio,End-stage renal disease,82.8,39
2020,Texas,End-stage renal disease,109.4,48
2020,Nevada,End-stage renal disease,45.8,32
2016,Wyoming,End-stage renal disease,,56
2010,Nevada,End-stage renal disease,68.3,32
2010,Missouri,End-stage renal disease,,29
2015,New Mexico,End-stage renal disease,48.4,35
2015,Ohio,End-stage renal disease,59.2,39
2019,Washington,End-stage renal disease,67.8,53
2014,West Virginia,End-stage renal disease,77.0,54
2016,Virginia,End-stage renal disease,44.7,51
2014,Maine,End-stage renal disease,39.6,23
2018,Minnesota,End-stage renal disease,57.2,27
2020,New Jersey,End-stage renal disease,53.4,34
2014,Michigan,End-stage renal disease,74.7,26
2016,South Carolina,End-stage renal disease,73.3,45
2015,North Carolina,End-stage renal disease,52.2,37
2012,Texas,End-stage renal disease,66.7,48
2014,Oklahoma,End-stage renal disease,51.8,40
2010,West Virginia,End-stage renal disease,158.4,54
2020,Pennsylvania,End-stage renal disease,72.1,42
2011,West Virginia,End-stage renal disease,,54
2018,Wyoming,End-stage renal disease,55.3,56
2014,Nevada,End-stage renal disease,53.6,32
2020,North Dakota,End-stage renal disease,,38
2011,Washington,End-stage renal disease,82.9,53
2018,Utah,End-stage renal disease,,49
2014,Montana,End-stage renal disease,58.7,30
2018,West Virginia,End-stage renal disease,74.3,54
2014,Nebraska,End-stage renal disease,,31
2014,Texas,End-stage renal disease,84.8,48
2019,Utah,End-stage renal disease,73.9,49
2016,Wisconsin,End-stage renal disease,64.9,55
2018,Nevada,End-stage renal disease,58.9,32
2012,Nevada,End-stage renal disease,40.5,32
2010,New York,End-stage renal disease,69.4,36
2012,Virginia,End-stage renal disease,89.1,51
2020,Mississippi,End-stage renal disease,73.4,28
2014,New Jersey,End-stage renal disease,37.8,34
2017,North Carolina,End-stage renal disease,31.0,37
2019,Wisconsin,End-stage renal disease,65.6,55
2012,Utah,End-stage renal disease,68.0,49
2016,New York,End-stage renal disease,38.2,36
2012,Ohio,End-stage renal disease,74.0,39
2014,North Dakota,End-stage renal disease,165.0,38
2014,Tennessee,End-stage renal disease,77.9,47
2014,North Carolina,End-stage renal disease,78.3,37
2017,Montana,End-stage renal disease,,30
2018,Michigan,End-stage renal disease,27.9,26
2020,West Virginia,End-stage renal disease,,54
2018,South Carolina,End-stage renal disease,65.2,45
2018,North Dakota,End-stage renal disease,85.8,38
2016,South Dakota,End-stage renal disease,,46
2016,Rhode Island,End-stage renal disease,56.8,44
2012,Oregon,End-stage renal disease,173.3,41
2019,Wisconsin,End-stage renal disease,80.3,55
2012,Rhode Island,End-stage renal disease,73.5,44
2014,Michigan,End-stage renal disease,45.8,26
2011,West Virginia,End-stage renal disease,107.2,54
2011,Mississippi,End-stage renal disease,156.0,28
2016,South Dakota,End-stage renal disease,62.7,46
2014,Missouri,End-stage renal disease,77.3,29
2012,Oregon,End-stage renal disease,73.0,41
2014,Minnesota,End-stage renal disease,42.6,27
2010,New Mexico,End-stage renal disease,120.1,35
2011,Minnesota,End-stage renal disease,128.2,27
2010,Mississippi,End-stage renal disease,109.0,28
2014,Nebraska,End-stage renal disease,45.9,31
2018,New York,End-stage renal disease,48.5,36
2013,Wyoming,End-stage renal disease,,56
2020,New Hampshire,End-stage renal disease,56.2,33
2017,New York,End-stage renal disease,17.0,36
2019,Wyoming,End-stage renal disease,57.2,56
2014,New York,End-stage renal disease,51.6,36
2015,Pennsylvania,End-stage renal disease,,42
2020,Nebraska,End-stage renal disease,85.9,31
2014,Mississippi,End-stage renal disease,79.3,28
2020,Oklahoma,End-stage renal disease,74.6,40
2019,West Virginia,End-stage renal disease,70.9,54
2014,Ohio,End-stage renal disease,75.8,39
2015,Montana,End-stage renal disease,36.1,30
2014,South Dakota,End-stage renal disease,74.5,46
2011,New York,End-stage renal disease,78.9,36
2016,Nevada,End-stage renal disease,35.6,32
2014,Missouri,End-stage renal disease,,29
2018,Ohio,End-stage renal disease,73.7,39
2016,New Hampshire,End-stage renal disease,35.4,33
2019,Virginia,End-stage renal disease,67.4,51
2019,Mississippi,End-stage renal disease,94.7,28
2011,Oklahoma,End-stage renal disease,103.1,40
2017,Mississippi,End-stage renal disease,,28
2010,Nebraska,End-stage renal disease,62.4,31
2018,West Virginia,End-stage renal disease,60.3,54
2017,Tennessee,End-stage renal disease,64.1,47
2019,South Dakota,End-stage renal disease,185.3,46
2013,Minnesota,End-stage renal disease,53.1,27
2011,Minnesota,End-stage renal disease,80.7,27
2020,New Hampshire,End-stage renal disease,,33
2020,Wisconsin,End-stage renal disease,63.5,55
2012,Mississippi,End-stage renal disease,155.4,28
2013,Rhode Island,End-stage renal disease,42.7,44
2019,Minnesota,End-stage renal disease,56.2,27
2017,Rhode Island,End-stage renal disease,45.9,44
2013,South Carolina,End-stage renal disease,57.7,45
2012,North Carolina,End-stage renal disease,161.2,37
2010,New Hampshire,End-stage renal disease,87.8,33
2013,Mississippi,End-stage renal disease,67.5,28
2019,Rhode Island,End-stage renal disease,,44
2015,Nebraska,End-stage renal disease,62.2,31
2017,Vermont,End-stage renal disease,50.3,50
2020,Minnesota,End-stage renal disease,171.8,27
2015,Oregon,End-stage renal disease,52.9,41
2013,Montana,End-stage renal disease,46.6,30
2019,Texas,End-stage renal disease,108.5,48
2014,North Carolina,End-stage renal disease,76.6,37
2011,Ohio,End-stage renal disease,90.5,39
2018,Virginia,End-stage renal disease,88.5,51
2014,Texas,End-stage renal disease,27.0,48
2011,Oklahoma,End-stage renal disease,130.1,40
2015,Nebraska,End-stage renal disease,,31
2018,Mississippi,End-stage renal disease,,28
2018,Vermont,End-stage renal disease,,50
2018,Texas,End-stage renal disease,60.5,48
2018,Missouri,End-stage renal disease,43.4,29
2020,North Dakota,End-stage renal disease,87.8,38
2017,Pennsylvania,End-stage renal disease,47.0,42
2013,Oregon,End-stage renal disease,39.6,41
2010,Michigan,End-stage renal disease,92.8,26
2011,Pennsylvania,End-stage renal disease,,42
2018,New Hampshire,End-stage renal disease,,33
2012,Montana,End-stage renal disease,,30
